»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2021/3/24,¡º,62,97,32,74,9,38,0.71,49
2021/3/25,¡º,74,167,45,99,15,57,0.87,25
2021/3/26,¡º,70,195,50,77,9,37,0.8,21
2021/3/27,¡º,58,181,36,66,9,36,0.74,46
2021/3/28,¡º,58,117,30,66,9,44,0.83,55
2021/3/29,¡º,68,161,39,86,13,51,0.96,59
2021/3/30,¡º,60,103,40,76,12,47,0.94,41
2021/3/31,”≈,38,75,22,38,8,28,0.71,41
2021/4/1,”≈,31,107,20,30,7,25,0.67,33
2021/4/2,”≈,28,86,17,28,7,24,0.57,33
2021/4/3,”≈,32,115,20,32,8,24,0.58,31
2021/4/4,”≈,33,82,21,33,8,25,0.67,35
2021/4/5,”≈,29,38,16,29,8,26,0.66,38
2021/4/6,”≈,39,76,23,39,9,37,0.85,19
2021/4/7,”≈,34,56,23,33,7,34,0.79,28
2021/4/8,”≈,43,148,28,43,7,31,0.79,33
2021/4/9,”≈,30,40,16,30,10,29,0.55,40
2021/4/10,”≈,37,70,23,37,9,31,0.58,37
2021/4/11,”≈,39,98,25,39,8,31,0.6,36
2021/4/12,”≈,47,185,31,48,9,36,0.73,31
2021/4/13,¡º,53,220,35,57,10,39,0.83,24
2021/4/14,”≈,46,190,31,46,8,30,0.75,28
2021/4/15,”≈,44,128,29,44,8,30,0.7,29
2021/4/16,”≈,41,80,25,41,7,31,0.66,29
2021/4/17,¡º,54,150,32,59,8,34,0.81,12
2021/4/18,¡º,54,137,28,58,6,28,0.63,34
2021/4/19,”≈,48,95,25,48,8,32,0.63,29
2021/4/20,”≈,40,88,25,41,7,31,0.68,25
2021/4/21,”≈,50,189,30,51,8,35,0.81,30
2021/4/22,”≈,47,168,28,48,8,33,0.77,44
2021/4/23,”≈,50,195,29,51,11,37,0.76,38
2021/4/24,”≈,29,60,18,29,7,22,0.65,33
2021/4/25,”≈,21,25,12,21,6,21,0.58,39
2021/4/26,”≈,22,45,13,21,6,22,0.55,42
2021/4/27,”≈,40,110,23,39,8,33,0.69,53
2021/4/28,¡º,51,166,28,54,9,33,0.63,38
2021/4/29,¡º,51,146,28,54,10,31,0.59,63
2021/4/30,¡º,58,206,34,61,10,40,0.66,82
2021/5/1,¡º,73,314,40,71,13,45,0.79,100
2021/5/2,¡º,55,229,32,55,10,29,0.68,91
2021/5/3,”≈,32,49,20,29,7,18,0.6,83
2021/5/4,¡º,57,233,33,64,9,26,0.63,46
2021/5/5,¡º,55,154,31,62,7,23,0.52,49
2021/5/6,”≈,42,69,25,43,7,29,0.63,30
2021/5/7,”≈,45,93,29,46,8,32,0.7,43
2021/5/8,¡º,57,179,37,63,9,34,0.76,70
2021/5/9,¡º,58,230,36,63,10,38,0.78,77
2021/5/10,”≈,44,164,28,45,9,32,0.62,67
2021/5/11,”≈,44,220,29,44,8,27,0.55,42
2021/5/12,”≈,47,217,32,46,8,28,0.65,53
2021/5/13,”≈,40,161,27,39,8,31,0.71,33
2021/5/14,”≈,33,138,21,31,7,22,0.66,51
2021/5/15,”≈,30,167,19,30,7,19,0.56,46
2021/5/16,”≈,27,165,14,24,7,20,0.46,57
2021/5/17,”≈,39,226,21,39,9,35,0.61,41
2021/5/18,”≈,43,155,25,42,8,31,0.63,60
2021/5/19,”≈,43,177,27,43,8,31,0.61,58
2021/5/20,¡º,63,315,45,68,11,46,0.78,36
2021/5/21,¡º,69,318,50,73,9,42,0.86,25
2021/5/22,¡º,56,216,39,55,7,34,0.73,21
2021/5/23,”≈,33,128,20,33,7,23,0.57,34
2021/5/24,”≈,31,99,18,31,7,29,0.53,32
2021/5/25,”≈,43,147,26,43,8,34,0.73,16
2021/5/26,”≈,30,89,20,29,7,26,0.57,32
2021/5/27,”≈,49,234,33,50,8,34,0.71,33
2021/5/28,¡º,53,256,35,55,10,39,0.78,31
2021/5/29,”≈,42,182,26,43,8,40,0.66,36
2021/5/30,”≈,45,208,27,46,9,40,0.71,42
2021/5/31,¡º,58,249,39,64,10,43,0.83,61
2021/6/1,¡º,59,286,39,65,9,44,0.8,49
2021/6/2,¡º,62,294,44,67,9,41,0.73,46
2021/6/3,”≈,39,214,24,39,6,27,0.54,50
2021/6/4,”≈,42,218,20,42,11,33,0.54,62
2021/6/5,¡º,55,271,26,56,11,48,0.71,78
2021/6/6,¡º,59,208,32,62,12,46,0.77,83
2021/6/7,¡º,70,282,48,78,16,38,0.78,96
2021/6/8,¡º,51,234,34,52,13,28,0.54,72
2021/6/9,”≈,42,189,29,41,7,27,0.56,49
2021/6/10,”≈,39,205,26,39,9,27,0.57,56
2021/6/11,”≈,43,199,26,42,9,32,0.7,56
2021/6/12,”≈,33,131,16,28,9,25,0.67,56
2021/6/13,”≈,32,180,16,29,8,22,0.58,58
2021/6/14,”≈,31,195,17,29,9,19,0.53,60
2021/6/15,”≈,40,284,25,38,8,21,0.64,65
2021/6/16,”≈,36,250,20,34,8,24,0.59,56
2021/6/17,”≈,30,195,16,30,8,19,0.49,33
2021/6/18,”≈,23,74,13,23,6,17,0.48,34
2021/6/19,”≈,30,146,17,30,8,25,0.55,41
2021/6/20,”≈,36,161,20,36,8,27,0.65,48
2021/6/21,”≈,43,203,25,43,9,31,0.72,49
2021/6/22,”≈,50,219,29,49,9,33,0.73,75
2021/6/23,”≈,49,202,25,45,10,35,0.71,80
2021/6/24,¡º,53,241,35,55,10,34,0.72,67
2021/6/25,”≈,47,236,32,48,8,25,0.66,50
2021/6/26,”≈,36,182,23,36,7,24,0.65,52
2021/6/27,”≈,29,124,20,28,7,25,0.7,38
2021/6/28,”≈,38,221,24,38,7,31,0.81,39
2021/6/29,”≈,27,84,16,26,6,22,0.74,40
2021/6/30,”≈,29,130,14,25,7,21,0.63,61
2021/7/1,”≈,27,108,17,26,7,22,0.64,47
2021/7/2,”≈,25,89,16,24,7,21,0.66,46
2021/7/3,”≈,26,82,12,20,7,18,0.58,74
2021/7/4,”≈,33,178,19,33,8,28,0.78,52
2021/7/5,”≈,26,90,14,25,7,23,0.65,57
2021/7/6,”≈,39,241,25,39,9,27,0.73,51
2021/7/7,”≈,45,276,28,43,8,25,0.7,72
2021/7/8,”≈,24,91,15,24,7,22,0.63,41
2021/7/9,”≈,30,170,17,30,7,22,0.63,27
2021/7/10,”≈,28,107,14,27,7,19,0.56,43
2021/7/11,”≈,28,100,16,28,7,20,0.58,36
2021/7/12,”≈,26,91,12,20,7,18,0.59,56
2021/7/13,”≈,38,252,16,28,8,22,0.63,83
2021/7/14,”≈,39,249,19,36,8,25,0.61,67
2021/7/15,”≈,37,252,18,35,8,24,0.59,62
2021/7/16,”≈,23,117,13,22,7,22,0.54,50
2021/7/17,”≈,28,186,13,22,6,20,0.57,63
2021/7/18,”≈,33,255,17,30,8,23,0.63,59
2021/7/19,”≈,28,129,13,22,7,20,0.56,76
2021/7/20,”≈,33,244,15,29,8,25,0.61,63
2021/7/21,”≈,34,291,16,32,8,28,0.65,59
2021/7/22,”≈,36,275,16,32,8,25,0.61,62
2021/7/23,”≈,34,228,14,29,8,23,0.52,64
2021/7/24,”≈,33,203,16,32,8,22,0.52,62
2021/7/25,”≈,33,184,13,26,7,20,0.49,79
2021/7/26,”≈,40,267,16,34,8,24,0.56,84
2021/7/27,”≈,32,181,14,28,8,19,0.55,73
2021/7/28,”≈,38,252,18,35,8,25,0.61,76
2021/7/29,”≈,46,306,20,39,9,27,0.67,90
2021/7/30,¡º,61,345,22,46,9,31,0.66,106
2021/7/31,¡º,66,335,26,52,10,31,0.69,115
2021/8/1,¡º,67,344,23,46,11,28,0.61,124
2021/8/2,¡º,72,357,30,55,11,31,0.76,125
2021/8/3,¡º,57,332,26,47,10,29,0.68,110
2021/8/4,¡º,52,311,21,40,9,24,0.65,105
2021/8/5,”≈,49,314,23,43,9,25,0.62,105
2021/8/6,¡º,54,317,24,41,9,21,0.61,109
2021/8/7,”≈,46,267,30,46,8,26,0.68,54
2021/8/8,”≈,39,177,26,39,6,23,0.68,32
2021/8/9,”≈,21,32,12,19,6,15,0.61,46
2021/8/10,”≈,28,125,16,27,7,22,0.64,56
2021/8/11,”≈,26,114,14,24,6,19,0.63,61
2021/8/12,”≈,26,155,16,26,7,18,0.6,40
2021/8/13,”≈,18,33,11,17,6,15,0.59,38
2021/8/14,”≈,19,34,9,17,6,16,0.61,54
2021/8/15,”≈,26,134,12,23,7,22,0.66,50
2021/8/16,”≈,26,145,11,21,8,19,0.65,53
2021/8/17,”≈,24,107,12,22,8,20,0.6,47
2021/8/18,”≈,26,102,13,24,7,21,0.58,41
2021/8/19,”≈,32,143,15,29,8,21,0.58,53
2021/8/20,”≈,42,280,22,39,8,23,0.61,72
2021/8/21,”≈,46,311,27,45,8,23,0.67,72
2021/8/22,”≈,40,216,23,41,7,23,0.58,42
2021/8/23,”≈,24,74,13,23,7,18,0.54,54
2021/8/24,”≈,35,204,18,32,7,23,0.65,61
2021/8/25,”≈,31,148,17,31,7,22,0.62,49
2021/8/26,”≈,17,21,9,14,6,17,0.53,48
2021/8/27,”≈,17,33,10,15,6,22,0.57,43
2021/8/28,”≈,16,24,9,16,6,22,0.61,30
2021/8/29,”≈,18,44,10,18,6,23,0.62,33
2021/8/30,”≈,28,144,13,25,7,22,0.7,48
2021/8/31,”≈,34,200,18,34,8,22,0.67,50
2021/9/1,”≈,39,235,21,38,8,22,0.68,55
2021/9/2,”≈,44,262,25,43,8,23,0.71,66
2021/9/3,”≈,39,201,21,37,8,23,0.6,50
2021/9/4,”≈,38,245,20,38,8,24,0.62,40
2021/9/5,”≈,32,202,16,29,8,17,0.63,69
2021/9/6,”≈,22,50,12,21,8,17,0.62,46
2021/9/7,”≈,29,171,13,25,8,23,0.71,62
2021/9/8,”≈,32,123,15,29,8,26,0.76,55
2021/9/9,”≈,33,117,17,33,8,33,0.68,46
2021/9/10,”≈,47,215,24,44,10,36,0.75,69
2021/9/11,¡º,51,243,34,56,11,33,0.81,55
2021/9/12,”≈,25,70,15,25,8,22,0.65,50
2021/9/13,”≈,40,224,21,39,10,27,0.73,65
2021/9/14,”≈,45,261,25,44,10,27,0.7,70
2021/9/15,”≈,44,253,25,43,9,25,0.68,72
2021/9/16,”≈,34,191,21,34,9,24,0.7,36
2021/9/17,”≈,24,75,13,24,7,20,0.62,47
2021/9/18,”≈,25,76,15,25,8,23,0.71,33
2021/9/19,”≈,20,38,10,17,6,19,0.61,51
2021/9/20,”≈,36,277,15,31,9,29,0.69,62
2021/9/21,”≈,41,278,19,36,9,29,0.73,72
2021/9/22,”≈,44,233,22,41,9,30,0.71,70
2021/9/23,”≈,40,199,21,39,9,26,0.62,60
2021/9/24,”≈,37,204,20,35,9,22,0.53,51
2021/9/25,”≈,33,200,15,30,8,21,0.49,52
2021/9/26,”≈,35,199,16,32,9,21,0.51,57
2021/9/27,”≈,34,171,20,34,8,18,0.64,54
2021/9/28,”≈,34,148,21,33,8,21,0.64,42
2021/9/29,”≈,37,177,18,33,9,27,0.69,61
2021/9/30,”≈,47,216,24,42,10,33,0.74,79
2021/10/1,¡º,54,251,29,49,10,33,0.74,82
2021/10/2,¡º,54,219,30,49,11,29,0.73,90
2021/10/3,”≈,43,168,26,42,9,20,0.53,78
2021/10/4,”≈,34,181,18,32,8,17,0.45,71
2021/10/5,”≈,37,217,20,36,10,17,0.52,70
2021/10/6,”≈,46,290,30,47,8,20,0.6,38
2021/10/7,”≈,27,149,17,26,7,18,0.59,25
2021/10/8,”≈,27,112,16,27,8,22,0.65,39
2021/10/9,”≈,37,207,22,37,9,25,0.68,42
2021/10/10,”≈,21,69,13,21,7,17,0.63,25
2021/10/11,”≈,18,46,11,18,7,19,0.53,31
2021/10/12,”≈,32,165,19,32,7,26,0.64,22
2021/10/13,”≈,42,225,25,42,9,26,0.68,22
2021/10/14,”≈,28,116,17,28,7,25,0.62,21
2021/10/15,”≈,17,27,10,17,7,18,0.49,39
2021/10/16,”≈,15,19,9,15,6,18,0.44,41
2021/10/17,”≈,17,30,10,17,7,19,0.47,39
2021/10/18,”≈,27,69,15,27,8,25,0.55,27
2021/10/19,”≈,36,122,21,36,8,28,0.63,15
2021/10/20,”≈,18,45,11,18,6,21,0.52,23
2021/10/21,”≈,26,137,16,26,8,24,0.56,23
2021/10/22,”≈,30,113,18,30,8,28,0.57,30
2021/10/23,”≈,35,106,19,35,8,31,0.53,43
2021/10/24,¡º,52,189,33,55,13,38,0.65,39
2021/10/25,¡º,72,254,53,80,16,44,0.78,18
2021/10/26,¡º,54,167,37,54,10,31,0.67,24
2021/10/27,¡º,54,167,37,56,13,30,0.6,17
2021/10/28,¡º,56,177,39,58,10,32,0.7,10
2021/10/29,¡º,52,132,36,54,8,32,0.7,21
2021/10/30,¡º,53,140,37,55,9,31,0.68,27
2021/10/31,¡º,51,170,35,51,10,35,0.68,20
2021/11/1,”≈,37,98,25,35,9,28,0.63,26
2021/11/2,”≈,38,94,25,36,7,28,0.65,27
2021/11/3,”≈,45,109,30,45,8,30,0.68,18
2021/11/4,”≈,43,99,28,43,9,29,0.69,18
2021/11/5,¡º,51,186,33,54,11,33,0.82,15
2021/11/6,¡º,56,242,38,61,11,32,0.86,13
2021/11/7,”≈,37,244,18,38,7,15,0.28,42
2021/11/8,¡º,55,327,26,59,13,28,0.4,28
2021/11/9,¡º,62,334,37,74,15,33,0.51,15
2021/11/10,¡º,70,338,50,85,13,35,0.64,28
2021/11/11,¡º,89,345,66,101,13,43,0.75,11
2021/11/12,¡º,82,335,60,86,11,38,0.68,16
2021/11/13,¡º,72,264,52,76,10,38,0.7,19
2021/11/14,¡º,86,289,63,91,10,39,0.78,16
2021/11/15,«·∂»Œ€»æ,112,321,84,115,13,42,0.81,14
2021/11/16,¡º,99,277,73,98,11,38,0.7,17
2021/11/17,¡º,72,183,53,74,10,36,0.64,19
2021/11/18,¡º,66,191,47,68,9,35,0.73,19
2021/11/19,¡º,72,232,52,73,12,39,0.78,11
2021/11/20,¡º,75,259,54,75,10,37,0.78,9
2021/11/21,”≈,41,87,28,39,8,29,0.6,22
2021/11/22,”≈,39,142,23,40,9,29,0.52,27
2021/11/23,¡º,56,193,35,61,10,37,0.6,24
2021/11/24,¡º,66,230,45,78,9,43,0.74,23
2021/11/25,¡º,69,219,49,83,9,46,0.77,25
2021/11/26,¡º,81,248,59,91,12,48,0.8,25
2021/11/27,«·∂»Œ€»æ,105,306,78,112,13,44,0.86,14
2021/11/28,«·∂»Œ€»æ,112,320,84,121,13,48,0.93,12
2021/11/29,¡º,90,302,66,90,11,39,0.8,13
2021/11/30,”≈,50,208,31,53,11,35,0.63,29
2021/12/1,¡º,62,320,42,72,14,47,0.76,23
2021/12/2,¡º,83,349,61,98,16,50,0.88,24
2021/12/3,¡º,100,346,74,112,14,57,0.92,25
2021/12/4,«·∂»Œ€»æ,103,337,77,112,12,49,0.85,18
2021/12/5,«·∂»Œ€»æ,118,334,89,127,16,51,0.93,31
2021/12/6,«·∂»Œ€»æ,119,332,90,124,13,55,0.98,21
2021/12/7,«·∂»Œ€»æ,104,329,78,108,12,44,0.86,22
2021/12/8,¡º,95,297,70,102,15,47,0.8,19
2021/12/9,«·∂»Œ€»æ,119,284,90,122,15,51,0.89,14
2021/12/10,«·∂»Œ€»æ,124,249,94,125,13,47,0.88,13
2021/12/11,¡º,69,169,50,63,9,33,0.75,15
2021/12/12,”≈,39,111,27,38,8,31,0.63,24
2021/12/13,”≈,44,126,30,43,9,31,0.71,22
2021/12/14,¡º,53,87,37,54,11,36,0.79,17
2021/12/15,¡º,72,156,52,73,12,36,0.86,8
2021/12/16,¡º,75,219,55,74,11,32,0.79,14
2021/12/17,”≈,48,207,32,49,11,36,0.64,16
2021/12/18,¡º,53,185,36,54,9,30,0.58,20
2021/12/19,¡º,60,175,41,63,12,31,0.59,26
2021/12/20,¡º,75,252,54,78,11,35,0.67,21
2021/12/21,¡º,84,249,61,87,11,43,0.85,23
2021/12/22,¡º,85,220,63,88,10,46,0.88,25
2021/12/23,«·∂»Œ€»æ,116,269,87,118,12,50,1.01,11
2021/12/24,÷–∂»Œ€»æ,151,321,115,146,14,46,1,13
2021/12/25,«·∂»Œ€»æ,111,321,83,106,9,34,0.95,23
2021/12/26,”≈,36,108,25,33,6,21,0.72,37
2021/12/27,”≈,40,100,28,38,7,24,0.68,32
2021/12/28,¡º,58,149,41,59,9,33,0.75,15
2021/12/29,¡º,63,175,45,63,9,34,0.84,13
2021/12/30,¡º,71,221,51,71,9,36,0.9,13
2021/12/31,¡º,87,237,64,88,10,42,0.96,13
2022/1/1,¡º,93,232,69,92,11,40,0.91,26
2022/1/2,¡º,98,239,73,96,10,45,1,22
2022/1/3,«·∂»Œ€»æ,118,241,89,118,12,50,1.05,12
2022/1/4,«·∂»Œ€»æ,127,256,96,124,12,42,0.96,14
2022/1/5,«·∂»Œ€»æ,114,266,86,115,12,45,1.08,12
2022/1/6,«·∂»Œ€»æ,101,236,76,98,10,42,0.94,14
2022/1/7,¡º,71,162,51,68,9,40,0.9,13
2022/1/8,¡º,55,111,38,56,10,40,0.93,11
2022/1/9,¡º,63,131,44,66,10,40,1,16
2022/1/10,¡º,68,160,49,69,10,34,0.92,21
2022/1/11,¡º,76,213,56,78,11,36,0.91,24
2022/1/12,¡º,89,219,66,92,11,44,0.98,14
2022/1/13,«·∂»Œ€»æ,111,268,84,112,13,41,0.96,12
2022/1/14,¡º,62,101,45,62,8,29,0.75,42
2022/1/15,¡º,71,120,51,71,9,37,0.8,24
2022/1/16,¡º,92,217,68,95,12,45,0.97,13
2022/1/17,¡º,94,243,70,98,10,49,1.05,27
2022/1/18,¡º,91,221,68,95,11,51,0.99,30
2022/1/19,¡º,94,212,70,98,11,52,0.98,31
2022/1/20,¡º,95,222,71,97,12,49,0.93,21
2022/1/21,”≈,43,91,29,42,8,28,0.7,23
2022/1/22,”≈,39,103,25,39,8,27,0.84,15
2022/1/23,”≈,49,164,34,49,8,27,0.92,11
2022/1/24,”≈,44,123,30,43,8,25,0.96,9
2022/1/25,”≈,38,95,25,37,7,25,0.83,12
2022/1/26,”≈,25,41,15,25,7,22,0.75,21
2022/1/27,”≈,32,88,21,32,7,22,0.8,19
2022/1/28,”≈,20,38,13,20,6,17,0.88,29
2022/1/29,”≈,23,52,15,22,6,17,0.97,32
2022/1/30,”≈,38,112,26,36,7,19,0.94,26
2022/1/31,¡º,53,138,37,50,8,19,0.94,33
2022/2/1,¡º,85,208,62,78,10,14,0.84,40
2022/2/2,”≈,42,143,29,40,7,14,0.76,47
2022/2/3,”≈,49,185,34,46,8,17,0.8,37
2022/2/4,¡º,55,220,38,52,9,22,0.79,31
2022/2/5,”≈,50,211,34,49,9,22,0.73,36
2022/2/6,”≈,34,103,21,34,7,14,0.62,56
2022/2/7,”≈,21,30,14,20,7,16,0.73,41
2022/2/8,”≈,30,102,20,29,7,17,0.73,30
2022/2/9,”≈,29,90,19,29,7,19,0.72,32
2022/2/10,”≈,37,100,24,36,8,24,0.75,22
2022/2/11,”≈,47,129,32,47,8,28,0.79,24
2022/2/12,¡º,52,144,36,52,9,31,0.85,24
2022/2/13,¡º,56,165,39,58,9,30,0.86,39
2022/2/14,”≈,48,145,32,49,8,30,0.75,46
2022/2/15,¡º,59,182,41,62,10,33,0.83,49
2022/2/16,¡º,53,164,36,53,11,30,0.76,35
2022/2/17,”≈,25,41,15,25,9,20,0.7,42
2022/2/18,”≈,30,115,17,30,9,23,0.76,37
2022/2/19,”≈,31,110,20,31,8,23,0.73,36
2022/2/20,”≈,35,116,24,34,8,22,0.69,37
2022/2/21,”≈,41,156,24,41,8,24,0.55,53
2022/2/22,”≈,38,162,24,38,8,29,0.55,41
2022/2/23,”≈,39,129,23,38,9,27,0.55,42
2022/2/24,”≈,44,118,26,45,10,34,0.56,44
2022/2/25,¡º,58,151,39,65,12,47,0.75,30
2022/2/26,¡º,70,208,51,79,15,45,0.75,41
2022/2/27,¡º,77,242,56,85,12,44,0.82,43
2022/2/28,¡º,78,178,57,84,13,37,0.8,52
2022/3/1,¡º,69,185,49,75,11,35,0.75,44
2022/3/2,¡º,57,114,37,63,10,34,0.7,35
2022/3/3,¡º,67,146,48,79,11,42,0.87,27
2022/3/4,¡º,74,168,53,87,12,46,0.89,30
2022/3/5,¡º,76,212,56,90,12,46,0.93,24
2022/3/6,¡º,65,207,45,75,12,38,0.85,45
2022/3/7,¡º,55,171,32,61,11,39,0.8,56
2022/3/8,¡º,52,109,26,57,11,36,0.74,72
2022/3/9,¡º,66,159,41,82,16,48,0.95,71
2022/3/10,¡º,71,186,49,91,18,49,0.97,79
2022/3/11,¡º,64,160,43,78,12,40,0.89,80
2022/3/12,¡º,55,116,31,61,12,39,0.83,67
2022/3/13,¡º,61,154,39,72,13,42,0.91,59
2022/3/14,¡º,68,174,46,82,16,41,0.96,63
2022/3/15,¡º,60,149,38,67,13,32,0.79,71
2022/3/16,”≈,48,113,24,49,10,30,0.73,56
2022/3/17,”≈,46,230,24,48,11,30,0.75,67
2022/3/18,”≈,43,159,19,41,12,26,0.69,79
2022/3/19,”≈,40,107,17,38,11,21,0.73,79
2022/3/20,”≈,32,61,16,32,8,17,0.71,46
2022/3/21,”≈,13,11,7,13,7,15,0.69,27
2022/3/22,”≈,15,10,8,15,7,17,0.66,32
2022/3/23,”≈,28,89,15,28,7,23,0.69,32
2022/3/24,”≈,32,94,17,32,9,27,0.76,31
2022/3/25,”≈,48,189,29,50,10,29,0.75,28
2022/3/26,”≈,34,79,19,35,7,23,0.66,34
2022/3/27,”≈,35,101,18,35,7,22,0.6,43
2022/3/28,”≈,42,129,18,44,8,29,0.65,48
2022/3/29,¡º,57,215,27,65,13,43,0.7,33
2022/3/30,¡º,60,222,41,66,11,35,0.74,21
2022/3/31,”≈,22,16,12,19,7,20,0.57,50
2022/4/1,”≈,22,23,13,21,8,20,0.57,57
2022/4/2,”≈,35,116,20,34,9,24,0.61,60
2022/4/3,”≈,43,120,22,42,10,33,0.67,56
2022/4/4,”≈,38,49,21,38,9,27,0.58,57
2022/4/5,”≈,41,57,27,41,9,26,0.64,50
2022/4/6,”≈,49,117,30,51,10,33,0.73,41
2022/4/7,¡º,53,121,30,57,10,38,0.76,60
2022/4/8,¡º,55,91,29,60,11,41,0.77,71
2022/4/9,¡º,63,163,40,77,16,44,0.8,71
2022/4/10,¡º,62,146,38,68,12,40,0.81,84
2022/4/11,¡º,59,119,33,61,11,38,0.82,88
2022/4/12,”≈,39,82,19,41,8,19,0.6,65
2022/4/13,”≈,35,104,13,30,8,22,0.65,64
2022/4/14,”≈,22,10,10,21,8,22,0.6,57
2022/4/15,”≈,19,13,9,14,7,15,0.55,59
2022/4/16,”≈,21,26,9,17,7,15,0.54,61
2022/4/17,”≈,22,35,12,22,7,20,0.62,40
2022/4/18,”≈,31,67,18,31,9,24,0.64,49
2022/4/19,”≈,49,113,23,50,11,32,0.67,57
2022/4/20,”≈,50,99,22,52,11,30,0.63,76
2022/4/21,¡º,51,99,22,51,11,32,0.66,88
2022/4/22,¡º,57,212,31,63,14,40,0.76,79
2022/4/23,¡º,60,200,33,64,13,35,0.74,89
2022/4/24,”≈,29,34,15,29,9,23,0.67,50
2022/4/25,”≈,34,124,14,34,11,27,0.62,62
2022/4/26,”≈,49,194,22,48,11,30,0.68,83
2022/4/27,”≈,46,165,22,47,12,34,0.75,63
2022/4/28,”≈,27,35,12,26,8,18,0.53,57
2022/4/29,”≈,31,73,14,31,10,24,0.63,47
2022/4/30,”≈,18,8,8,16,7,15,0.56,51
2022/5/1,”≈,21,34,9,17,7,14,0.5,58
2022/5/2,”≈,33,86,14,29,10,20,0.53,72
2022/5/3,”≈,46,139,21,42,11,33,0.6,76
2022/5/4,¡º,52,148,22,47,12,40,0.69,85
2022/5/5,¡º,54,142,24,49,11,43,0.7,87
2022/5/6,¡º,61,213,36,64,13,48,0.81,84
2022/5/7,¡º,57,209,36,59,10,35,0.78,83
2022/5/8,”≈,36,90,16,30,8,19,0.62,92
2022/5/9,”≈,24,16,13,23,7,19,0.68,59
2022/5/10,”≈,34,115,15,28,8,22,0.72,67
2022/5/11,”≈,22,41,10,22,8,28,0.73,43
2022/5/12,”≈,26,99,9,20,8,23,0.68,52
2022/5/13,”≈,25,79,8,19,8,20,0.65,58
2022/5/14,”≈,20,27,9,16,6,13,0.59,62
2022/5/15,”≈,19,18,8,14,6,15,0.6,55
2022/5/16,”≈,31,97,14,27,8,21,0.61,66
2022/5/17,”≈,43,135,23,43,10,41,0.75,46
2022/5/18,”≈,26,15,15,26,7,26,0.66,43
2022/5/19,”≈,22,15,11,21,7,24,0.68,50
2022/5/20,”≈,38,81,18,34,8,32,0.78,56
2022/5/21,”≈,47,155,26,47,10,47,0.86,36
2022/5/22,”≈,33,84,18,32,8,27,0.65,58
2022/5/23,”≈,37,132,17,33,9,27,0.68,65
2022/5/24,”≈,42,170,22,42,10,38,0.75,54
2022/5/25,”≈,46,211,28,47,9,29,0.78,35
2022/5/26,”≈,15,3,6,12,6,20,0.62,39
2022/5/27,”≈,16,7,9,15,6,26,0.71,29
2022/5/28,”≈,20,16,10,17,6,20,0.64,52
2022/5/29,”≈,30,85,18,30,8,28,0.8,38
2022/5/30,”≈,38,174,21,38,11,29,0.78,50
2022/5/31,”≈,40,155,19,40,8,27,0.73,65
2022/6/1,”≈,40,180,21,40,8,28,0.74,41
2022/6/2,”≈,39,172,21,39,8,31,0.77,37
2022/6/3,”≈,47,224,28,47,9,29,0.81,49
2022/6/4,”≈,34,201,20,34,8,22,0.7,44
2022/6/5,”≈,25,68,11,25,7,17,0.54,53
2022/6/6,”≈,33,130,14,33,8,28,0.64,52
2022/6/7,”≈,45,188,20,42,9,30,0.71,76
2022/6/8,¡º,54,235,32,58,10,38,0.84,58
2022/6/9,”≈,36,137,20,36,8,34,0.72,40
2022/6/10,”≈,50,253,32,52,9,29,0.76,61
2022/6/11,”≈,45,228,30,45,9,29,0.75,41
2022/6/12,”≈,19,24,10,17,7,20,0.71,47
2022/6/13,”≈,30,119,16,28,8,25,0.69,52
2022/6/14,”≈,43,210,21,39,9,31,0.72,73
2022/6/15,”≈,48,206,22,45,9,39,0.76,77
2022/6/16,”≈,42,153,22,39,9,29,0.68,74
2022/6/17,”≈,33,130,17,33,10,32,0.67,52
2022/6/18,”≈,33,141,18,33,9,33,0.7,44
2022/6/19,”≈,41,200,24,38,9,28,0.75,75
2022/6/20,”≈,50,241,25,43,9,30,0.76,89
2022/6/21,”≈,33,173,16,30,8,27,0.68,59
2022/6/22,”≈,30,144,15,29,8,27,0.69,53
2022/6/23,”≈,16,16,9,14,6,21,0.57,40
2022/6/24,”≈,25,89,9,17,7,22,0.63,62
2022/6/25,”≈,34,172,13,26,8,25,0.66,77
2022/6/26,”≈,25,87,11,22,7,20,0.56,57
2022/6/27,”≈,20,45,8,14,7,15,0.53,61
2022/6/28,”≈,33,206,13,29,9,24,0.63,73
2022/6/29,¡º,60,324,21,44,9,29,0.69,104
2022/6/30,¡º,53,300,22,45,9,30,0.66,96
2022/7/1,”≈,37,204,19,36,8,26,0.63,76
2022/7/2,”≈,30,167,16,28,7,19,0.59,65
2022/7/3,”≈,29,160,16,25,7,15,0.57,65
2022/7/4,”≈,37,238,18,31,8,22,0.62,78
2022/7/5,”≈,42,271,20,36,9,24,0.62,84
2022/7/6,¡º,59,311,22,41,9,27,0.7,111
2022/7/7,”≈,47,257,19,37,8,25,0.62,103
2022/7/8,”≈,43,208,16,32,8,26,0.6,96
2022/7/9,”≈,37,188,15,29,9,23,0.53,81
2022/7/10,”≈,29,111,10,21,8,18,0.49,76
2022/7/11,”≈,28,89,10,22,8,17,0.51,73
